"";"code_ecole";"nom_ecole";"commune";"academie";"densite";"secteur";"rep";"classes";"eleves"
"129";"0010412T";"ECOLE ELEMENTAIRE PUBLIQUE ECOLE D'OUTRIAZ";"OUTRIAZ";"LYON";"Rural à habitat dispersé";"PUBLIC";0;1;18
"154";"0010469E";"ECOLE PRIMAIRE PUBLIQUE -";"AMBUTRIX";"LYON";"Ceintures urbaines";"PUBLIC";0;3;59
"181";"0010529V";"ECOLE PRIMAIRE PUBLIQUE -";"RIGNIEUX-LE-FRANC";"LYON";"Bourgs ruraux";"PUBLIC";0;6;152
"331";"0010991X";"ECOLE MATERNELLE PUBLIQUE LA RODETTE";"BELLEY";"LYON";"Petites villes";"PUBLIC";0;5;98
"485";"0020121W";"ECOLE PRIMAIRE PUBLIQUE HEROU PASTEUR";"BILLY-SUR-AISNE";"AMIENS";"Bourgs ruraux";"PUBLIC";0;5;112
"550";"0020428E";"ECOLE PRIMAIRE PUBLIQUE -";"ESTREES";"AMIENS";"Rural à habitat dispersé";"PUBLIC";0;3;58
"558";"0020510U";"ECOLE ELEMENTAIRE PUBLIQUE -";"FESMY-LE-SART";"AMIENS";"Rural à habitat dispersé";"PUBLIC";0;1;18
"579";"0020639J";"ECOLE PRIMAIRE PUBLIQUE -";"DOMPTIN";"AMIENS";"Rural à habitat dispersé";"PUBLIC";0;4;84
"601";"0020744Y";"ECOLE ELEMENTAIRE PUBLIQUE PASTEUR";"TERGNIER";"AMIENS";"Centres urbains intermédiaires";"PUBLIC";0;10;175
"641";"0020941M";"ECOLE PRIMAIRE PUBLIQUE JEAN ROSTAND";"ITANCOURT";"AMIENS";"Bourgs ruraux";"PUBLIC";0;5;114
"710";"0021256E";"ECOLE ELEMENTAIRE PUBLIQUE -";"LA VALLEE-AU-BLE";"AMIENS";"Rural à habitat dispersé";"PUBLIC";0;2;45
"843";"0021675K";"ECOLE PRIMAIRE PUBLIQUE GR. SCOL. MAURICE BRUGNON";"SAINT-MICHEL";"AMIENS";"Bourgs ruraux";"PUBLIC";0;14;279
"844";"0021676L";"ECOLE PRIMAIRE PUBLIQUE GR.SCOL.PIERRE SEMARD";"GAUCHY";"AMIENS";"Ceintures urbaines";"PUBLIC";0;4;80
"870";"0021737C";"ECOLE PRIMAIRE PUBLIQUE -";"JUVINCOURT-ET-DAMARY";"AMIENS";"Rural à habitat dispersé";"PUBLIC";0;3;54
"876";"0021777W";"ECOLE MATERNELLE PUBLIQUE BOIS BLANCHARD";"CHATEAU-THIERRY";"AMIENS";"Centres urbains intermédiaires";"PUBLIC";1;8;140
"996";"0030239U";"ECOLE MATERNELLE PUBLIQUE -";"TREZELLES";"CLERMONT-FERRAND";"Rural à habitat dispersé";"PUBLIC";0;1;14
"1007";"0030269B";"ECOLE ELEMENTAIRE PUBLIQUE -";"ROCLES";"CLERMONT-FERRAND";"Rural à habitat très dispersé";"PUBLIC";0;1;17
"1020";"0030302M";"ECOLE ELEMENTAIRE PUBLIQUE JEAN RENOIR";"MONTLUCON";"CLERMONT-FERRAND";"Centres urbains intermédiaires";"PUBLIC";0;7;108
"1089";"0030467S";"ECOLE ELEMENTAIRE PUBLIQUE -";"VALIGNY";"CLERMONT-FERRAND";"Rural à habitat très dispersé";"PUBLIC";1;1;7
"1171";"0030650R";"ECOLE PRIMAIRE PUBLIQUE THEO CURIN";"ESPINASSE-VOZELLE";"CLERMONT-FERRAND";"Rural à habitat dispersé";"PUBLIC";0;4;91
"1181";"0030667J";"ECOLE ELEMENTAIRE PUBLIQUE -";"CHANTELLE";"CLERMONT-FERRAND";"Rural à habitat dispersé";"PUBLIC";0;4;82
"1184";"0030672P";"ECOLE PRIMAIRE PUBLIQUE -";"LA CHAPELLE";"CLERMONT-FERRAND";"Rural à habitat très dispersé";"PUBLIC";0;2;36
"1326";"0040166J";"ECOLE PRIMAIRE PRIVEE CATHOLIQUE SACRE COEUR";"DIGNE-LES-BAINS";"AIX-MARSEILLE";"Petites villes";"PRIVE";0;9;175
"1389";"0040305K";"ECOLE ELEMENTAIRE PUBLIQUE VERDUN";"SISTERON";"AIX-MARSEILLE";"Petites villes";"PUBLIC";0;6;113
"1413";"0040346E";"ECOLE PRIMAIRE PUBLIQUE LE PIGEONNIER";"DIGNE-LES-BAINS";"AIX-MARSEILLE";"Petites villes";"PUBLIC";0;5;91
"1420";"0040367C";"ECOLE ELEMENTAIRE PUBLIQUE SAINT LAZARE";"MANOSQUE";"AIX-MARSEILLE";"Centres urbains intermédiaires";"PUBLIC";0;7;158
"1425";"0040383V";"ECOLE PRIMAIRE JEANNE NEVIERE";"GREOUX-LES-BAINS";"AIX-MARSEILLE";"Bourgs ruraux";"PUBLIC";0;5;104
"1457";"0050082M";"ECOLE PRIMAIRE PUBLIQUE LES VIGNEAUX";"LES VIGNEAUX";"AIX-MARSEILLE";"Rural à habitat dispersé";"PUBLIC";0;2;42
"1487";"0050141B";"ECOLE PRIMAIRE PUBLIQUE RISOUL";"RISOUL";"AIX-MARSEILLE";"Rural à habitat dispersé";"PUBLIC";0;3;60
"1548";"0050419D";"ECOLE MATERNELLE PUBLIQUE GAP LE ROCHASSON";"GAP";"AIX-MARSEILLE";"Centres urbains intermédiaires";"PUBLIC";0;1;17
"1582";"0060114S";"ECOLE ELEMENTAIRE PUBLIQUE FONTONNE (LA)";"ANTIBES";"NICE";"Grands centres urbains";"PUBLIC";0;12;302
"1611";"0060163V";"ECOLE MATERNELLE PUBLIQUE RENOIR MAT";"CAGNES-SUR-MER";"NICE";"Grands centres urbains";"PUBLIC";0;7;202
"1636";"0060205R";"ECOLE ELEMENTAIRE PUBLIQUE PASTEUR";"LE CANNET";"NICE";"Grands centres urbains";"PUBLIC";0;10;259
"1659";"0060249N";"ECOLE PRIMAIRE PUBLIQUE ROMAINS";"FALICON";"NICE";"Ceintures urbaines";"PUBLIC";0;7;166
"1680";"0060296P";"ECOLE PRIMAIRE PUBLIQUE BARRAYA";"LUCERAM";"NICE";"Bourgs ruraux";"PUBLIC";0;3;71
"1699";"0060344S";"ECOLE ELEMENTAIRE PUBLIQUE DIGUE DES FRANCAIS 1";"NICE";"NICE";"Grands centres urbains";"PUBLIC";1;12;220
"1762";"0060465Y";"ECOLE MATERNELLE PUBLIQUE SAINT CHARLES MAT";"NICE";"NICE";"Grands centres urbains";"PUBLIC";1;9;149
"1763";"0060466Z";"ECOLE ELEMENTAIRE PUBLIQUE SAINT ROCH 1";"NICE";"NICE";"Grands centres urbains";"PUBLIC";0;9;187
"1836";"0060768C";"ECOLE MATERNELLE PUBLIQUE SAINT-GEORGES MAT";"VILLENEUVE-LOUBET";"NICE";"Grands centres urbains";"PUBLIC";0;4;114
"1903";"0061098L";"ECOLE PRIMAIRE PUBLIQUE DAUDET";"MENTON";"NICE";"Centres urbains intermédiaires";"PUBLIC";0;4;103
"1911";"0061111A";"ECOLE ELEMENTAIRE PUBLIQUE MISTRAL";"CANNES";"NICE";"Grands centres urbains";"PUBLIC";0;7;171
"1944";"0061208F";"ECOLE PRIMAIRE PRIVEE SAINT BARTHELEMY";"NICE";"NICE";"Grands centres urbains";"PRIVE";0;12;360
"1961";"0061273B";"ECOLE MATERNELLE PUBLIQUE ORCHIDEES MAT";"NICE";"NICE";"Grands centres urbains";"PUBLIC";1;4;62
"1979";"0061356S";"ECOLE MATERNELLE PUBLIQUE EAU VIVE MAT (L')";"GRASSE";"NICE";"Centres urbains intermédiaires";"PUBLIC";0;5;111
"2063";"0061682W";"ECOLE PRIMAIRE PRIVEE ABC SCHOOL";"NICE";"NICE";"Grands centres urbains";"PRIVE";0;9;164
"2076";"0061709A";"ECOLE ELEMENTAIRE PUBLIQUE GUILLAUME MUSSO";"ANTIBES";"NICE";"Grands centres urbains";"PUBLIC";0;10;245
"2196";"0070280S";"ECOLE PRIMAIRE PUBLIQUE -";"SANILHAC";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;1;21
"2207";"0070316F";"ECOLE PRIMAIRE PUBLIQUE LA REFOCALIE";"ROIFFIEUX";"GRENOBLE";"Petites villes";"PUBLIC";0;3;64
"2370";"0071019V";"ECOLE PRIMAIRE PRIVEE SAINT JOSEPH";"VERNOSC-LES-ANNONAY";"GRENOBLE";"Petites villes";"PRIVE";0;3;73
"2483";"0071379L";"ECOLE PRIMAIRE PUBLIQUE -";"LIMONY";"GRENOBLE";"Rural à habitat dispersé";"PUBLIC";0;3;59
"2503";"0080146R";"ECOLE PRIMAIRE PUBLIQUE -";"PURE";"REIMS";"Bourgs ruraux";"PUBLIC";0;1;23
"2537";"0080277H";"ECOLE PRIMAIRE PUBLIQUE GUILLAUME DE MACHAULT";"MACHAULT";"REIMS";"Rural à habitat dispersé";"PUBLIC";0;9;207
"2600";"0080576H";"ECOLE PRIMAIRE PUBLIQUE DU RUISSEAU";"ROCQUIGNY";"REIMS";"Rural à habitat dispersé";"PUBLIC";0;2;33
"2606";"0080610V";"ECOLE PRIMAIRE PUBLIQUE BELLEVUE";"SEDAN";"REIMS";"Centres urbains intermédiaires";"PUBLIC";1;12;197
"2650";"0080773X";"ECOLE PRIMAIRE PUBLIQUE -";"ILLY";"REIMS";"Rural à habitat dispersé";"PUBLIC";0;2;35
"2651";"0080776A";"ECOLE ELEMENTAIRE PUBLIQUE ARSENE GREGOIRE";"SAINT-MENGES";"REIMS";"Ceintures urbaines";"PUBLIC";0;2;45
"2652";"0080777B";"ECOLE PRIMAIRE -";"SAINT-MENGES";"REIMS";"Ceintures urbaines";"PUBLIC";0;2;34
"2727";"0090192K";"ECOLE MATERNELLE PUBLIQUE -";"COUSSA";"TOULOUSE";"Rural à habitat dispersé";"PUBLIC";0;1;25
"2781";"0090355M";"ECOLE PRIMAIRE PUBLIQUE LES CARMES";"PAMIERS";"TOULOUSE";"Centres urbains intermédiaires";"PUBLIC";0;6;104
"2790";"0090384U";"ECOLE MATERNELLE PUBLIQUE CHARLES PERRAULT";"SAVERDUN";"TOULOUSE";"Bourgs ruraux";"PUBLIC";0;6;135
"2813";"0090445K";"ECOLE PRIMAIRE PUBLIQUE -";"SAINTE-CROIX-VOLVESTRE";"TOULOUSE";"Rural à habitat très dispersé";"PUBLIC";0;3;54
"2845";"0090616W";"ECOLE PRIMAIRE -";"MONTEGUT-PLANTAUREL";"TOULOUSE";"Rural à habitat très dispersé";"PUBLIC";0;2;38
"2863";"0100117Y";"ECOLE ELEMENTAIRE PUBLIQUE AURILLAC";"ARCIS-SUR-AUBE";"REIMS";"Bourgs ruraux";"PUBLIC";0;11;198
"3050";"0100850V";"ECOLE MATERNELLE PUBLIQUE LES TEMPLIERS";"VERRIERES";"REIMS";"Bourgs ruraux";"PUBLIC";0;3;54
"3065";"0100910K";"ECOLE MATERNELLE PUBLIQUE SIMONE WEIL";"LA CHAPELLE-SAINT-LUC";"REIMS";"Grands centres urbains";"PUBLIC";1;6;99
"3203";"0110311D";"ECOLE ELEMENTAIRE PUBLIQUE -";"GENERVILLE";"MONTPELLIER";"Rural à habitat très dispersé";"PUBLIC";0;1;12
"3230";"0110379C";"ECOLE PRIMAIRE PUBLIQUE PIERRE PERRET";"MALVES-EN-MINERVOIS";"MONTPELLIER";"Rural à habitat dispersé";"PUBLIC";0;4;75
"3248";"0110420X";"ECOLE ELEMENTAIRE PUBLIQUE -";"MOUSSAN";"MONTPELLIER";"Bourgs ruraux";"PUBLIC";0;5;109
"3269";"0110446A";"ECOLE MATERNELLE PUBLIQUE HELVETIE";"NARBONNE";"MONTPELLIER";"Centres urbains intermédiaires";"PUBLIC";0;4;86
"3395";"0110794D";"ECOLE MATERNELLE PUBLIQUE MARGUERITE SOL";"NARBONNE";"MONTPELLIER";"Centres urbains intermédiaires";"PUBLIC";0;4;93
"3420";"0110866G";"ECOLE ELEMENTAIRE PUBLIQUE JULES FERRY";"ESPERAZA";"MONTPELLIER";"Bourgs ruraux";"PUBLIC";0;4;65
"3514";"0120408D";"ECOLE PRIMAIRE PUBLIQUE -";"LEDERGUES";"TOULOUSE";"Rural à habitat très dispersé";"PUBLIC";0;2;26
"3635";"0121020U";"ECOLE PRIMAIRE PRIVEE SAINT-DOMINIQUE";"BARAQUEVILLE";"TOULOUSE";"Rural à habitat dispersé";"PRIVE";0;3;72
"3681";"0121165B";"ECOLE PRIMAIRE PUBLIQUE JULES VERNE";"LA CAVALERIE";"TOULOUSE";"Bourgs ruraux";"PUBLIC";0;6;118
"3732";"0121277Y";"ECOLE PRIMAIRE PUBLIQUE FRANCK BRINSOLARO";"SAINT-BEAUZELY";"TOULOUSE";"Rural à habitat dispersé";"PUBLIC";0;2;41
"3755";"0121453P";"ECOLE PRIMAIRE PRIVEE LA CALANDRETA";"RODEZ";"TOULOUSE";"Centres urbains intermédiaires";"PRIVE";0;3;65
"3768";"0130263R";"ECOLE ELEMENTAIRE  PUBLIQUE JULES FERRY";"AIX-EN-PROVENCE";"AIX-MARSEILLE";"Grands centres urbains";"PUBLIC";0;5;135
"3839";"0130388B";"ECOLE ELEMENTAIRE PUBLIQUE SAULES (DES)";"BOULBON";"AIX-MARSEILLE";"Bourgs ruraux";"PUBLIC";0;4;92
"3930";"0130545X";"ECOLE ELEMENTAIRE  PUBLIQUE CALANQUES DE SORMIOU";"MARSEILLE  9E  ARRONDISSEMENT";"AIX-MARSEILLE";"#N/A";"PUBLIC";0;5;124
"3961";"0130584P";"ECOLE ELEMENTAIRE  PUBLIQUE MARTEGAUX (LES)";"MARSEILLE 13E  ARRONDISSEMENT";"AIX-MARSEILLE";"#N/A";"PUBLIC";0;6;142
"3963";"0130587T";"ECOLE PRIMAIRE PUBLIQUE MAZARGUES BEAUCHENE";"MARSEILLE  9E  ARRONDISSEMENT";"AIX-MARSEILLE";"#N/A";"PUBLIC";0;8;206
"4035";"0130725T";"ECOLE ELEMENTAIRE  PUBLIQUE FRIEDLAND";"MARSEILLE  6E  ARRONDISSEMENT";"AIX-MARSEILLE";"#N/A";"PUBLIC";0;8;191
"4189";"0131006Y";"ECOLE ELEMENTAIRE  PUBLIQUE JULES FERRY";"MIRAMAS";"AIX-MARSEILLE";"Centres urbains intermédiaires";"PUBLIC";0;8;184
"4276";"0131157M";"ECOLE MATERNELLE PUBLIQUE PAVILLON";"SALON-DE-PROVENCE";"AIX-MARSEILLE";"Centres urbains intermédiaires";"PUBLIC";0;3;76
"4343";"0131285B";"ECOLE ELEMENTAIRE  PUBLIQUE CASTELLAS LES LIONS";"MARSEILLE 15E  ARRONDISSEMENT";"AIX-MARSEILLE";"#N/A";"PUBLIC";1;17;314
"4376";"0131620R";"ECOLE MATERNELLE PUBLIQUE GROGNARDE (LA)";"MARSEILLE 11E  ARRONDISSEMENT";"AIX-MARSEILLE";"#N/A";"PUBLIC";0;6;155
"4475";"0132044B";"ECOLE PRIMAIRE PRIVEE PASTRE GRANDE BASTIDE";"MARSEILLE  9E  ARRONDISSEMENT";"AIX-MARSEILLE";"#N/A";"PRIVE";0;11;329
"4539";"0132189J";"ECOLE MATERNELLE PUBLIQUE SAINT JOSEPH LES MICOCOULIERS";"MARSEILLE 14E  ARRONDISSEMENT";"AIX-MARSEILLE";"#N/A";"PUBLIC";1;4;73
"4621";"0132434A";"ECOLE MATERNELLE PUBLIQUE SAINT BARTHELEMY FLAMANTS";"MARSEILLE 14E  ARRONDISSEMENT";"AIX-MARSEILLE";"#N/A";"PUBLIC";1;9;172
"4641";"0132460D";"ECOLE MATERNELLE PUBLIQUE PLAN D'ORGON";"PLAN-D'ORGON";"AIX-MARSEILLE";"Bourgs ruraux";"PUBLIC";1;8;143
"4890";"0133355B";"ECOLE MATERNELLE PUBLIQUE MONTOLIEU";"MARSEILLE  2E  ARRONDISSEMENT";"AIX-MARSEILLE";"#N/A";"PUBLIC";1;6;95
"5008";"0140352G";"ECOLE PRIMAIRE PUBLIQUE F  LANGLOIS";"EPRON";"NORMANDIE";"Ceintures urbaines";"PUBLIC";0;6;141
"5044";"0140507A";"ECOLE PRIMAIRE PUBLIQUE CHARLES BAUDELAIRE";"GLOS";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;4;91
"5087";"0140685U";"ECOLE ELEMENTAIRE PUBLIQUE -";"EPANEY";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;3;60
"5096";"0140732V";"ECOLE ELEMENTAIRE PUBLIQUE LES COQUELICOTS";"THUE ET MUE";"NORMANDIE";"Bourgs ruraux";"PUBLIC";0;12;269
"5165";"0141108D";"ECOLE ELEMENTAIRE -";"LE MESNIL-GUILLAUME";"NORMANDIE";"Rural à habitat dispersé";"PUBLIC";0;1;18
"5204";"0141463P";"ECOLE ELEMENTAIRE PRIVEE COURS NOTRE DAME";"DOUVRES-LA-DELIVRANDE";"NORMANDIE";"Petites villes";"PRIVE";0;13;306
"5215";"0141484M";"ECOLE ELEMENTAIRE PRIVEE SACRE COEUR";"CONDE-EN-NORMANDIE";"NORMANDIE";"Bourgs ruraux";"PRIVE";0;6;136
"5221";"0141504J";"ECOLE ELEMENTAIRE PRIVEE ST JEAN-BAPTISTE DE LA SALLE";"LISIEUX";"NORMANDIE";"Centres urbains intermédiaires";"PRIVE";0;10;173
